,lang,tweet,polarity
235,en,"@BallardDarian @Windows @WindowsXP @satyanadella @Microsoft I use what I am paid to use, #windows8 made us by more macs #Softwaredevelopment",negative
236,en,font render on #windows8 pdf reader app is terrible.d documents luk like a stretched render of scanned image of original. @adobe @Windows,negative
237,en,I see your Microsoft based Yoga tablet & raise you...my laptop doesn't have to be restarted every day & doesn't crash. #windows8 #sryntsry,positive
238,en,"Saw #Windows8 on sale. I will just wait until #Windows10. Glad #Mac updates are free, but I need to support #Windows.",positive
239,en,#amediting 1st draft of #crimethriller #mystery and it would be going better if didn't have to learn how to use new PC! #windows8,negative
240,en,2 interesting newish entry level #windows8 lightweight laptops/grown up netbooks: HP Stream 14 and Toshiba Satellite CL10-B.,neutral
241,en,@EditMeC No problem! Send us a tweet if you have any questions on your #Windows8 device. Have a great day ahead.,neutral
242,en,@PratiikRege Please make sure your system has #Windows8/8.1 drivers. You may go to Dell's website to check. ^MM,neutral
243,en,Update to #Windows8.1 #UEBoom only works when I set default to hands free device and back to speaker. For every. Single. Song. #windowsfail,negative
244,en,"""@MicrosoftPH: @EditMeC We're so sorry to hear this, Charles! We hope your #Windows8 update went well. :)"" thanks microsoft :)",neutral
245,en,"My laptop is stuck on ""repairing & scanning drive (C:)"" and won't do anything else apart from turn on/off. Suggestions? #IT #Help #Windows8",neutral
246,en,After two weeks of using #windows8 I still feel like a caveman learning how to use a computer for the first time @Microsoft #terrible,negative
247,en,@Cikteyn Hi! Congrats on getting the update. Did you encounter any difficulties when installing it? #Windows8 ^enzo,neutral
248,en,Microsoft is giving another 50 #FREE albums on thier Xbox Music Deals app. Only available on #Windows8 and above.,positive
249,en,Awful update takes 30 minutes to reconfigure settings everytime I turn the laptop on. Why didn't I buy an apple? #windows8.1,negative
250,en,"im getting used to with metro apps on #windows8.1, specially it launches faster then web browser thumbs up #windows",positive
251,en,@dannyjpalmer @Skype there's a desktop version you can download. It's infinity better than the POS that gets lumped with #Windows8,negative
252,en,#Windows8 causes so much #stress it's unbelievable. #Windows7 or #OSX is the only way to go on a #laptop or #desktop @Microsoft,negative
253,en,#Windows8 sucks so hard core and I have only been working with it for an hour and I want to shoot myself…thank god my main computer is a mac,negative
254,en,More fun & games with the incomprehensible joy of #Windows8 WHY WHY WHY is it so hard to find basic functions like Control Panel?,negative
255,en,"Setting up my kid's new computer for Christmas. Jeez, Microsoft, has anyone mentioned lately how much #Windows8 sucks?",negative
256,en,I feel incredibly #Conned as bought a #ComunicatorC1 from #Maplin #York £25.99 and was assured it works on #Windows8 does it hell Sata HDD..,neutral
257,en,"My 1st PC used CP/M, and I stuck w/ DOS, Win3.1..XP, etc. But between #Windows8 & poor quality of most PCs today, I've given up. #MacUser.",negative
258,en,Used to work perfectly fine on #Windows8 and still on one PC with #Win8. Windows 8.1 is messing it up!,positive
259,en,@pcworld I cleaned out the dust bunnies and installed a new graphics card and my 8 year old #Dell desktop running #Windows8.1 is like new.,positive
260,en,"Feed troubleshooter brownies. // @jlbooth: ""A problem is preventing the troubleshooter from starting"" #NoShit lol #windows8",negative
261,en,after a long time using #Windows8.1 app and I'm thinking why I was not using it!? may be bcuz its hard to multitask #Hmm,negative
262,en,When you have to run a #WindowsXP emulator to make #Windows8 more user friendly you've been screwed:P,negative
263,en,Hope @TaskCrunch brings its magic to #windows8 and/or 10 soon. Already starting to get hooked with @Wunderlist on all my windows devices.,neutral
264,en,In love with #Ubuntu...#Windows8 is getting Crapier in each and every Update. Shifted from Windows OS to #Linu,negative
265,en,"@charmainedistor We're so sorry to hear this, Charmaine. May we ask what specific problems have you encountered? #Windows8.1",neutral
266,en,"@LumiaPilipinas Santa, my #Decemberwish is the new #Lumia 830! For the amazing design, outstanding performance in a #windows8!",positive
267,en,Migrate office365 for education to enable digital classroom. MobiliyaTech #Edvelop runs on #Windows8 and #Android #lastpoke,neutral
268,en,Migrate @office365 for education to enable digital classroom. @MobiliyaTech #Edvelop runs on #Windows8 and #Android,neutral
269,en,My 1983 #acornelectron started quicker than this hunk of junk #Dell xps #windows8 - Thank god for #macbookair,negative
270,en,"@ellenment #xboxmusic is working on my #windows10 preview, I'll try my #windows8 tablet tomorrow. Thanks for looking into this :)",neutral
271,en,Starting to not mind #Windows8 after 6 hours of use but completely understand why some people (esp. the not tech familiar) HAAAAAAAAAATE It.,negative
272,en,Help! My HP laptop with #windows8 won't open Google #Chrome anymore. It thinks about it for a sec and then nothing :( how do I fix?,negative
273,en,"Light and portable, use #SurfacePro3 anywhere to hit the holidays like a pro. #HolidayPro #christmaswishlist #windows8...",neutral
274,en,Had to buy a new laptop this weekend. Windows 8.1. Absolutely no point in the tiles thing. @WindowsUK @Windows #Windows8,negative
275,en,"Had my first proper go at Windows 8 this evening, don't understand why people don't like it. Easy to use and much better! #Windows8",positive
276,en,Nothing is more infuriating than when you're internet isn't working but troubleshooting tells you it's all fine. #Windows8,negative
277,en,"""Unlike past PCS, which would let you access the BIOS at startup, you'll need to first enable Advanced Startup Mode."" sans rire ? #Windows8",neutral
278,en,I'm really loving #Ubuntu. Just installed it yesturday. IMO it runs better than #Windows8. Everything works except brightness though.,negative
279,en,I really don't understand why anybody like WinRT application design. I think this is an amazing approach! #WinRT #Windows8 #NoMoreWPF,neutral
280,en,"like I keep saying DO NOT BUY a COMPUTER or LAPTOP with #microsoft #windows8 installed as an xmas present, they will be very disappointed",negative
281,en,"C'mon @curryspcworld You've had my iMac since 2pm Friday, all that needed doing was #Windows8 putting on it. 3 days 2 hours and 45m later?",neutral
282,en,WTF with the #windows8 usability! Looks like they are working so hard in making things more and more confusing!! #badux,negative
283,en,I use microsoft virtual miniport wifi in #windows8.1 to broadcast wifi & connect all my devices. Don't Need Router #GreatThingsStartHere ☺,positive
284,en,Installing #windows8 in #parallels is proving to be a pain. Not sure why. It seems to hang when restarting the virtual machine.,negative
285,en,trying to work with my new windows 8 - I think hate may spring to mind...how can they make something so un-intuitive #Windows8,negative
286,en,"Why oh why @microsoft are you forcing me to ""Update and Shutdown"" on #Windows8? What if I'm in a hurry? What if I just want to shutdown?",negative
287,en,"At first I disliked #Windows8, but after using a #Surface I find it decent. But I think its best used as a tablet OS rather than a PC OS",neutral
288,en,"I finally, finally, finally, finally fixed that fucked up #computer bullshit!! #sound #audio #echo #feedback #controlpanel #windows8",negative
289,en,"Well on second though, fuck it! The only camera like device is the camera app that comes with #windows8 and I just tested it....yeah",negative
290,en,@dlaaa Hi there! Looks like you're not having the best of time with #Windows8. How about some help from us? ^enzo,neutral
291,en,The Task Manager in #Windows8 is definitely a major improvement. Not looking forward to going back to #Windows7 tomorrow at work! #webdev,positive
292,en,Recently got a Dell #Windows8 tablet for work. It's a serious challenge working on Outlook with such tiny buttons.,negative
293,en,"#Yosemite is the OS X equivalent of #Windows8, Just when you thought they had it all working well the went and royally ballsed it up.",negative
294,en,"dont waste money on buying a #windows8 laptop, the user interface belongs on a childs mobile fone not a serious piece of kit",negative
295,en,"Have I ever mentioned how much I hate windows 8, what a useless operating system. #windows sort your life out #die #windows8 #pieceofshit",negative
296,en,"#windows8 and above, the hardest thing ever to turn off. Just to the right.... a little more, scroll up and down and go more to the right..",negative
297,en,My #Lenovo G500S touch running #Windows8.1 is the biggest piece of shit ever.  I would be better off with a calculator and a typewriter.,negative
298,en,Hate #Windows8 It is my first and last experience with you!!! #Microsoft #Shit #OS #Windows Worst #laptop brand ever #HP. #Hate,negative
299,en,"Don't download latest #Windows8.1 #office updates, slowed booting time and killed the lap #LenovoT420",negative
300,en,@Windows is it right that there's an #windows8.1 update coming up that will make start menu just like that in #windows10,neutral
301,en,"#WhatCracksMeUp: People pay $600+ for an IPhone6 so Siri can talk to them, & my #Windows8 phone just gave me #Cortana in an update for free!",positive
302,en,My new #windows8 laptop has an issue with updating #windows. Why do we put up with modern tech & this need for fixes etc? Miss analogue.,negative
303,en,"@MicrosoftStore I just bought an #XboxOne to complete my @Microsoft suite: #lumia1020, #surfacepro2, #windows8 desktop. Bring on #Windows10!",neutral
304,en,"#Microsoft needs a disclaimer on #Windows8 tablets with 16GB Drives ""You may not have space on to save anything else"" #EncoreMini",negative
305,en,I'm starting to hate my MacBook it's on only good for Rendering Videos Fast I might just go back to my Windows Computer #Windows7 #windows8,positive
306,en,I don't know why so many people hate on #Windows8.1 I kind of like some of the new features. Desktop apps are cool.,positive
307,en,Why add a battery icon when there's one in desktop and swipe screen? You don't linger on the start menu. That's just lazy #Windows8,negative
308,en,@Microsoft Why am I being forced to update to Windows 8.1 when I don't want to? I didn't start loading it! #Windows8 #bullying,negative
309,en,"Computer said ""Update and Restart"", I said ""not tonight baby""! #Computer #Windows8 #Update&Restart",neutral
310,en,.@marcometer it's nice to see #Windows laptop prices drop but I still don't care for #Windows8. And I don't want to get a Mac to browse web,negative
311,en,Need a good program/application for adding some arrow and so on for a site traffic routes plan... #Windows8,neutral
